"","Region","Province","CityProvince","Barangay","Population","HouseholdPopulation","Nhouseholds","Area","n","BrgyArea","Density"
"9525","REGION III - CENTRAL LUZON","NUEVA ECIJA","CITY OF GAPAN","San Nicolas",12771,12770,3176,21906.19,3102,7.06195680206318,1808.42227699112
"9522","REGION III - CENTRAL LUZON","NUEVA ECIJA","CITY OF GAPAN","Pambuan",11943,11935,2559,21906.19,3102,7.06195680206318,1691.17432104807
"9520","REGION III - CENTRAL LUZON","NUEVA ECIJA","CITY OF GAPAN","Mangino",10694,10687,2516,21906.19,3102,7.06195680206318,1514.31116045282
"9526","REGION III - CENTRAL LUZON","NUEVA ECIJA","CITY OF GAPAN","San Roque",8699,8699,1976,21906.19,3102,7.06195680206318,1231.81155645961
"9527","REGION III - CENTRAL LUZON","NUEVA ECIJA","CITY OF GAPAN","San Vicente (Pob.)",8601,8598,1863,21906.19,3102,7.06195680206318,1217.93438293012
"12978","REGION IV-A – CALABARZON","CAVITE","CITY OF GENERAL TRIAS","San Francisco",74344,74280,17593,16576.26,4018,4.12550024888004,18020.6024760712
"12988","REGION IV-A – CALABARZON","CAVITE","CITY OF GENERAL TRIAS","Pasong Camachile II",31306,31306,7884,16576.26,4018,4.12550024888004,7588.41306784522
"12976","REGION IV-A – CALABARZON","CAVITE","CITY OF GENERAL TRIAS","Pasong Kawayan II",27661,27594,6977,16576.26,4018,4.12550024888004,6704.88385196661
"12981","REGION IV-A – CALABARZON","CAVITE","CITY OF GENERAL TRIAS","Santiago",22727,22716,5518,16576.26,4018,4.12550024888004,5508.90767881295
"12974","REGION IV-A – CALABARZON","CAVITE","CITY OF GENERAL TRIAS","Pasong Camachile I",19906,19906,5122,16576.26,4018,4.12550024888004,4825.11181653763
"27246","NEGROS ISLAND REGION","NEGROS ORIENTAL","CITY OF GUIHULNGAN","Poblacion",14214,13984,3366,13425.4,1219,11.0134536505332,1290.60333397888
"27251","NEGROS ISLAND REGION","NEGROS ORIENTAL","CITY OF GUIHULNGAN","Trinidad",6030,6028,1325,13425.4,1219,11.0134536505332,547.512178408092
"27230","NEGROS ISLAND REGION","NEGROS ORIENTAL","CITY OF GUIHULNGAN","Hilaitan",5235,5235,1297,13425.4,1219,11.0134536505332,475.327736976179
"27229","NEGROS ISLAND REGION","NEGROS ORIENTAL","CITY OF GUIHULNGAN","Hibaiyo",5196,5196,1288,13425.4,1219,11.0134536505332,471.786613434237
"27225","NEGROS ISLAND REGION","NEGROS ORIENTAL","CITY OF GUIHULNGAN","Buenavista",4436,4436,1034,13425.4,1219,11.0134536505332,402.780103386119
"26585","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","CITY OF HIMAMAYLAN","Aguisan",11332,11332,2924,13425.4,1219,11.0134536505332,1028.92338403325
"26589","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","CITY OF HIMAMAYLAN","Carabalan",10088,10088,2228,13425.4,1219,11.0134536505332,915.970622849226
"26590","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","CITY OF HIMAMAYLAN","Caradio-an",9264,9212,2300,13425.4,1219,11.0134536505332,841.153038270741
"26586","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","CITY OF HIMAMAYLAN","Buenavista",8796,8778,1941,13425.4,1219,11.0134536505332,798.659555767426
"26597","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","CITY OF HIMAMAYLAN","Su-ay",8403,8403,1918,13425.4,1219,11.0134536505332,762.975926229386
"26693","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","CITY OF KABANKALAN","Hilamonan",13869,13853,3189,13425.4,1219,11.0134536505332,1259.27801033861
"26714","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","CITY OF KABANKALAN","Tampalon",12107,12107,2693,13425.4,1219,11.0134536505332,1099.29186467442
"26698","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","CITY OF KABANKALAN","Oringao",11477,11461,2493,13425.4,1219,11.0134536505332,1042.08909976611
"26711","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","CITY OF KABANKALAN","Tabugon",10507,10507,2341,13425.4,1219,11.0134536505332,954.015001415228
"26716","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","CITY OF KABANKALAN","Tapi",10036,10036,2274,13425.4,1219,11.0134536505332,911.249124793302
"37178","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","CITY OF KIDAPAWAN (Capital)","Poblacion",31586,31322,7725,22786.08,1195,19.0678493723849,1656.50563853019
"37185","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","CITY OF KIDAPAWAN (Capital)","Sudapin",10385,10345,2555,22786.08,1195,19.0678493723849,544.634048506808
"37162","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","CITY OF KIDAPAWAN (Capital)","Lanao",8271,8221,1914,22786.08,1195,19.0678493723849,433.766799730362
"37184","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","CITY OF KIDAPAWAN (Capital)","Singao",8041,8031,2045,22786.08,1195,19.0678493723849,421.704610885242
"37148","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","CITY OF KIDAPAWAN (Capital)","Amas",7289,6196,1453,22786.08,1195,19.0678493723849,382.266497791634
"37677","REGION XII - SOCCSKSARGEN","SOUTH COTABATO","CITY OF KORONADAL (Capital)","General Paulino Santos (Bo. 1)",24612,23740,6046,22786.08,1195,19.0678493723849,1290.75909502644
"37693","REGION XII - SOCCSKSARGEN","SOUTH COTABATO","CITY OF KORONADAL (Capital)","Santa Cruz",13534,13534,3141,22786.08,1195,19.0678493723849,709.781147086291
"37687","REGION XII - SOCCSKSARGEN","SOUTH COTABATO","CITY OF KORONADAL (Capital)","Zone III (Pob.)",12423,12349,2941,22786.08,1195,19.0678493723849,651.515530534431
"37694","REGION XII - SOCCSKSARGEN","SOUTH COTABATO","CITY OF KORONADAL (Capital)","Santo Niño (Bo. 2)",10770,10728,2831,22786.08,1195,19.0678493723849,564.825103747551
"37696","REGION XII - SOCCSKSARGEN","SOUTH COTABATO","CITY OF KORONADAL (Capital)","Zulueta (Bo. 7)",9017,9017,2291,22786.08,1195,19.0678493723849,472.89024702801
"39572","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","BASILAN","CITY OF LAMITAN","Santa Clara",5360,5336,1151,36650.95,2490,14.7192570281124,364.148814696481
"39591","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","BASILAN","CITY OF LAMITAN","Matibay",4737,4713,876,36650.95,2490,14.7192570281124,321.823308809185
"39554","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","BASILAN","CITY OF LAMITAN","Bato",4279,4279,749,36650.95,2490,14.7192570281124,290.707607851911
"39586","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","BASILAN","CITY OF LAMITAN","Maganda",3691,3686,730,36650.95,2490,14.7192570281124,250.759939374014
"39564","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","BASILAN","CITY OF LAMITAN","Kulay Bato",3674,3674,615,36650.95,2490,14.7192570281124,249.604989775163
"1400","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF LAS PIÑAS","B. F. International Village",77264,77242,17651,619.54,1706,0.363153575615475,212758.472415018
"1406","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF LAS PIÑAS","Talon Dos",53091,53032,13026,619.54,1706,0.363153575615475,146194.347419053
"1409","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF LAS PIÑAS","Talon Singko",45374,45360,10051,619.54,1706,0.363153575615475,124944.384543371
"1399","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF LAS PIÑAS","Almanza Dos",37595,37587,8931,619.54,1706,0.363153575615475,103523.694999516
"1401","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF LAS PIÑAS","Manuyo Dos",37007,36957,8727,619.54,1706,0.363153575615475,101904.545307809
"17433","REGION V - BICOL","ALBAY","CITY OF LIGAO","Tuburan",5682,5682,1192,18114.47,3471,5.21880437914146,1088.75512228622
"17429","REGION V - BICOL","ALBAY","CITY OF LIGAO","Tinago",4800,4795,1012,18114.47,3471,5.21880437914146,919.750895278747
"17417","REGION V - BICOL","ALBAY","CITY OF LIGAO","Pandan",4519,4519,912,18114.47,3471,5.21880437914146,865.90714495097
"17406","REGION V - BICOL","ALBAY","CITY OF LIGAO","Guilid",3848,3840,698,18114.47,3471,5.21880437914146,737.333634381795
"17391","REGION V - BICOL","ALBAY","CITY OF LIGAO","Batang",3672,3668,744,18114.47,3471,5.21880437914146,703.609434888241
"31535","REGION VIII - EASTERN VISAYAS","SOUTHERN LEYTE","CITY OF MAASIN (Capital)","Combado",5835,5835,1295,23234.78,4390,5.29266059225512,1102.47009009769
"31471","REGION VIII - EASTERN VISAYAS","SOUTHERN LEYTE","CITY OF MAASIN (Capital)","Asuncion",5007,4786,1156,23234.78,4390,5.29266059225512,946.02703361082
"31509","REGION VIII - EASTERN VISAYAS","SOUTHERN LEYTE","CITY OF MAASIN (Capital)","Mantahan (Pob.)",4084,4071,795,23234.78,4390,5.29266059225512,771.634592623644
"31497","REGION VIII - EASTERN VISAYAS","SOUTHERN LEYTE","CITY OF MAASIN (Capital)","Ibarra",3976,3976,873,23234.78,4390,5.29266059225512,751.22897656014
"31470","REGION VIII - EASTERN VISAYAS","SOUTHERN LEYTE","CITY OF MAASIN (Capital)","Abgao (Pob.)",3459,3391,619,23234.78,4390,5.29266059225512,653.546536700584
"1431","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF MAKATI","Post Proper Southside",52428,52425,15003,619.54,1706,0.363153575615475,144368.673531975
"1425","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF MAKATI","Pembo",48275,48182,11240,619.54,1706,0.363153575615475,132932.740420312
"1442","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF MAKATI","Rizal",42635,42623,10545,619.54,1706,0.363153575615475,117402.120928431
"1427","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF MAKATI","Pio Del Pilar",30732,30618,10206,619.54,1706,0.363153575615475,84625.3542951222
"1441","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF MAKATI","West Rembo",29899,29826,6994,619.54,1706,0.363153575615475,82331.5588985376
"1331","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF MALABON","Longos",53549,53534,11914,619.54,1706,0.363153575615475,147455.521838784
"1336","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF MALABON","Potrero",42768,42696,10917,619.54,1706,0.363153575615475,117768.357168222
"1325","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF MALABON","Catmon",39466,38470,8830,619.54,1706,0.363153575615475,108675.785260032
"1341","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF MALABON","Tonsuya",38019,38019,8986,619.54,1706,0.363153575615475,104691.245117345
"1342","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF MALABON","Tugatog",23918,23891,5671,619.54,1706,0.363153575615475,65861.9427317042
"34070","REGION X - NORTHERN MINDANAO","BUKIDNON","CITY OF MALAYBALAY (Capital)","Casisang",25696,25586,5732,20458.51,2022,10.1179574678536,2539.64301408069
"34106","REGION X - NORTHERN MINDANAO","BUKIDNON","CITY OF MALAYBALAY (Capital)","Sumpong",9302,9288,2136,20458.51,2022,10.1179574678536,919.355515137711
"34096","REGION X - NORTHERN MINDANAO","BUKIDNON","CITY OF MALAYBALAY (Capital)","Barangay 9 (Pob.)",9022,8319,1882,20458.51,2022,10.1179574678536,891.68194555713
"34074","REGION X - NORTHERN MINDANAO","BUKIDNON","CITY OF MALAYBALAY (Capital)","Kalasungay",8272,8237,1714,20458.51,2022,10.1179574678536,817.556312752004
"34063","REGION X - NORTHERN MINDANAO","BUKIDNON","CITY OF MALAYBALAY (Capital)","Aglayan",7594,7567,1730,20458.51,2022,10.1179574678536,750.54674069617
"8893","REGION III - CENTRAL LUZON","BULACAN","CITY OF MALOLOS (Capital)","Mojon",18239,18233,4059,21906.19,3102,7.06195680206318,2582.7119184121
"8885","REGION III - CENTRAL LUZON","BULACAN","CITY OF MALOLOS (Capital)","Longos",14864,14854,3563,21906.19,3102,7.06195680206318,2104.79905451382
"8873","REGION III - CENTRAL LUZON","BULACAN","CITY OF MALOLOS (Capital)","Bulihan",13510,13391,3398,21906.19,3102,7.06195680206318,1913.0674937084
"8871","REGION III - CENTRAL LUZON","BULACAN","CITY OF MALOLOS (Capital)","Bangkal",12437,12437,2590,21906.19,3102,7.06195680206318,1761.12660394163
"8913","REGION III - CENTRAL LUZON","BULACAN","CITY OF MALOLOS (Capital)","Tikay",10094,10022,2341,21906.19,3102,7.06195680206318,1429.34887353757
"898","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF MANDALUYONG","Addition Hills",99058,96282,24169,619.54,1706,0.363153575615475,272771.649933822
"914","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF MANDALUYONG","Mauway",29103,26075,7123,619.54,1706,0.363153575615475,80139.6487716693
"910","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF MANDALUYONG","Highway Hills",28703,28546,9882,619.54,1706,0.363153575615475,79038.1863963586
"911","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF MANDALUYONG","Hulo",27515,27464,7351,619.54,1706,0.363153575615475,75766.8431416858
"919","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF MANDALUYONG","Plainview",26575,25315,6869,619.54,1706,0.363153575615475,73178.4065597056
"794","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF MANILA","Barangay 649",59847,59819,14121,619.54,1706,0.363153575615475,164798.046938051
"20","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF MANILA","Barangay 20",38602,38602,9296,619.54,1706,0.363153575615475,106296.62652936
"99","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF MANILA","Barangay 105",23206,23192,5701,619.54,1706,0.363153575615475,63901.3397036511
"310","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF MANILA","Barangay 310",20483,12441,3633,619.54,1706,0.363153575615475,56403.1345837234
"293","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF MANILA","Barangay 275",19031,19031,4661,619.54,1706,0.363153575615475,52404.8261613455
"929","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF MARIKINA","Malanday",55442,55442,12250,619.54,1706,0.363153575615475,152668.192529942
"930","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF MARIKINA","Nangka",43828,43828,9609,619.54,1706,0.363153575615475,120687.232462795
"940","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF MARIKINA","Tumana",43239,43239,9816,619.54,1706,0.363153575615475,119065.32911515
"927","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF MARIKINA","Concepcion Uno",42564,42561,9528,619.54,1706,0.363153575615475,117206.611356813
"931","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF MARIKINA","Parang",41661,41031,9122,619.54,1706,0.363153575615475,114720.060044549
"19713","REGION V - BICOL","MASBATE ","CITY OF MASBATE (Capital)","Nursery",12125,12081,2536,18114.47,3471,5.21880437914146,2323.32908442808
"19706","REGION V - BICOL","MASBATE ","CITY OF MASBATE (Capital)","Ibingay",7144,7113,1364,18114.47,3471,5.21880437914146,1368.89591580653
"19717","REGION V - BICOL","MASBATE ","CITY OF MASBATE (Capital)","Tugbo",6833,6792,1379,18114.47,3471,5.21880437914146,1309.30372238327
"19709","REGION V - BICOL","MASBATE ","CITY OF MASBATE (Capital)","Kinamaligan",5917,5803,1206,18114.47,3471,5.21880437914146,1133.7845932009
"19704","REGION V - BICOL","MASBATE ","CITY OF MASBATE (Capital)","Espinosa",5741,5713,1217,18114.47,3471,5.21880437914146,1100.06039370735
"36651","REGION XI - DAVAO ","DAVAO ORIENTAL","CITY OF MATI (Capital)","Central (Pob.)",36485,36296,8007,20433.38,1163,17.5695442820292,2076.60480057631
"36653","REGION XI - DAVAO ","DAVAO ORIENTAL","CITY OF MATI (Capital)","Dahican",16212,15574,3746,20433.38,1163,17.5695442820292,922.733096531264
"36665","REGION XI - DAVAO ","DAVAO ORIENTAL","CITY OF MATI (Capital)","Matiao",14837,14770,3252,20433.38,1163,17.5695442820292,844.472671677422
"36667","REGION XI - DAVAO ","DAVAO ORIENTAL","CITY OF MATI (Capital)","Sainz",10754,10613,2465,20433.38,1163,17.5695442820292,612.081897365977
"36647","REGION XI - DAVAO ","DAVAO ORIENTAL","CITY OF MATI (Capital)","Badas",6916,6916,1587,20433.38,1163,17.5695442820292,393.635707846671
"8945","REGION III - CENTRAL LUZON","BULACAN","CITY OF MEYCAUAYAN","Malhacan",22205,22205,5515,21906.19,3102,7.06195680206318,3144.31263492191
"8935","REGION III - CENTRAL LUZON","BULACAN","CITY OF MEYCAUAYAN","Bayugo",18560,18560,4619,21906.19,3102,7.06195680206318,2628.16674191176
"8949","REGION III - CENTRAL LUZON","BULACAN","CITY OF MEYCAUAYAN","Perez",17251,17247,4190,21906.19,3102,7.06195680206318,2442.80735262499
"8947","REGION III - CENTRAL LUZON","BULACAN","CITY OF MEYCAUAYAN","Pandayan",15264,15264,4062,21906.19,3102,7.06195680206318,2161.44057912398
"8941","REGION III - CENTRAL LUZON","BULACAN","CITY OF MEYCAUAYAN","Lawa",12854,12854,3230,21906.19,3102,7.06195680206318,1820.17539334773
"1447","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF MUNTINLUPA","Poblacion",115387,94644,22754,619.54,1706,0.363153575615475,317736.097749943
"1448","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF MUNTINLUPA","Putatan",89022,88984,21792,619.54,1706,0.363153575615475,245135.958937276
"1443","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF MUNTINLUPA","Alabang",63793,63447,17505,619.54,1706,0.363153575615475,175663.973270491
"1446","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF MUNTINLUPA","Cupang",58331,57569,15476,619.54,1706,0.363153575615475,160623.504535623
"1449","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF MUNTINLUPA","Sucat",57504,57448,15732,619.54,1706,0.363153575615475,158346.231074668
"25813","REGION VII - CENTRAL VISAYAS","CEBU","CITY OF NAGA","Tuyan",11337,11332,2821,10452.01,2446,4.27310302534751,2653.10710571459
"25798","REGION VII - CENTRAL VISAYAS","CEBU","CITY OF NAGA","Inayagan",8342,8342,1632,10452.01,2446,4.27310302534751,1952.2112971572
"25812","REGION VII - CENTRAL VISAYAS","CEBU","CITY OF NAGA","Tinaan",7157,7157,1772,10452.01,2446,4.27310302534751,1674.89525938073
"25801","REGION VII - CENTRAL VISAYAS","CEBU","CITY OF NAGA","Langtad",6220,6220,1454,10452.01,2446,4.27310302534751,1455.61667086044
"25814","REGION VII - CENTRAL VISAYAS","CEBU","CITY OF NAGA","Uling",6187,6184,1271,10452.01,2446,4.27310302534751,1447.8939457578
"1351","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF NAVOTAS","North Bay Blvd., South",70934,70934,17478,619.54,1706,0.363153575615475,195327.830325726
"1355","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF NAVOTAS","Tangos",36926,36926,9044,619.54,1706,0.363153575615475,101681.499176809
"1356","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF NAVOTAS","Tanza",29217,29183,7175,619.54,1706,0.363153575615475,80453.5655486329
"1352","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF NAVOTAS","San Jose (Pob.)",25581,25581,6194,619.54,1706,0.363153575615475,70441.2725570585
"1354","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF NAVOTAS","San Roque",19641,19641,4900,619.54,1706,0.363153575615475,54084.5562836944
"35977","REGION XI - DAVAO ","DAVAO DEL NORTE","CITY OF PANABO","New Visayas",16566,16516,3033,20433.38,1163,17.5695442820292,942.88159863909
"35960","REGION XI - DAVAO ","DAVAO DEL NORTE","CITY OF PANABO","Gredu (Pob.)",16543,16538,4059,20433.38,1163,17.5695442820292,941.572515168807
"35983","REGION XI - DAVAO ","DAVAO DEL NORTE","CITY OF PANABO","San Vicente",14449,14449,3331,20433.38,1163,17.5695442820292,822.389002700483
"35957","REGION XI - DAVAO ","DAVAO DEL NORTE","CITY OF PANABO","Cagangohan",13776,13776,3100,20433.38,1163,17.5695442820292,784.084082026566
"35980","REGION XI - DAVAO ","DAVAO DEL NORTE","CITY OF PANABO","San Francisco (Pob.)",12832,12821,3083,20433.38,1163,17.5695442820292,730.354743072365
"1458","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF PARAÑAQUE","B. F. Homes",88035,87939,20546,619.54,1706,0.363153575615475,242418.100526197
"1464","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF PARAÑAQUE","San Isidro",78912,78843,20161,619.54,1706,0.363153575615475,217296.497401298
"1462","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF PARAÑAQUE","Moonwalk",67723,67560,17188,619.54,1706,0.363153575615475,186485.841107919
"1463","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF PARAÑAQUE","San Antonio",67401,67312,15972,619.54,1706,0.363153575615475,185599.163895794
"1455","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF PARAÑAQUE","San Dionisio",63506,63495,15642,619.54,1706,0.363153575615475,174873.674016206
"955","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF PASIG","Pinagbuhatan",151979,150800,33720,619.54,1706,0.363153575615475,418497.875843368
"951","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF PASIG","Manggahan",93976,93743,22985,619.54,1706,0.363153575615475,258777.570455499
"957","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF PASIG","Rosario",61920,61846,17061,619.54,1706,0.363153575615475,170506.375698099
"967","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF PASIG","Santolan",53254,53239,13482,619.54,1706,0.363153575615475,146643.193336992
"970","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","CITY OF PASIG","Santa Lucia",44538,44483,10461,619.54,1706,0.363153575615475,122642.328178971
